Id;TasaInteres; saldo_sol ;Edad;EstadoCivil;REGION;CrossSell;ratio.ant;Fuga
4389;4,16;3141,07;43;Cas.Conv;NORTE.SUR;1;0,34;0
4390;4,16;6637,99;41;Div.Sol.Viu;LIMA_CALLAO;2;0,95;0
4391;4,16;15853,65;31;Div.Sol.Viu;NORTE.SUR;2;0,46;0
4392;4,16;4590,87;31;Div.Sol.Viu;NORTE.SUR;3;1;0
4393;4,16;5801,91;42;Div.Sol.Viu;NORTE.SUR;1;1;0
4394;4,16;794,7;36;Div.Sol.Viu;LIMA_CALLAO;1;0,24;0
4395;4,16;5385,86;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4396;4,16;3448,93;41;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4397;4,88;4594,59;40;Div.Sol.Viu;LIMA_CALLAO;3;0,99;0
4398;4,88;971,17;41;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4399;4,16;4602,27;39;Div.Sol.Viu;LIMA_CALLAO;1;0,34;0
4400;4,16;15233,83;32;Div.Sol.Viu;LIMA_CALLAO;3;1;0
4401;4,16;4055,86;22;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4402;4,16;2683,93;33;Div.Sol.Viu;LIMA_CALLAO;1;0,37;0
4403;4,16;8241,55;40;Div.Sol.Viu;LIMA_CALLAO;2;0,97;0
4404;4,16;613,9;35;Div.Sol.Viu;LIMA_CALLAO;1;0,96;0
4405;4,16;9324,73;37;Div.Sol.Viu;LIMA_CALLAO;2;0,92;0
4407;4,16;3360,94;46;Div.Sol.Viu;LIMA_CALLAO;1;0,78;0
4408;4,16;20081,63;41;Div.Sol.Viu;LIMA_CALLAO;3;0,99;0
4410;4,16;3402,38;49;Div.Sol.Viu;NORTE.SUR;1;1;0
4412;4,16;5538,57;43;Cas.Conv;LIMA_CALLAO;1;1;0
4413;4,16;9353,49;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4414;4,16;2219,17;24;Cas.Conv;LIMA_CALLAO;3;1;0
4415;4,88;3074,41;48;Cas.Conv;LIMA_CALLAO;2;0,08;0
4416;4,88;929,13;26;Div.Sol.Viu;NORTE.SUR;1;1;0
4417;4,16;4897,83;45;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4418;4,16;537,91;40;Div.Sol.Viu;NORTE.SUR;1;1;0
4419;4,16;3528,08;32;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4420;4,16;9886,66;42;Div.Sol.Viu;LIMA_CALLAO;2;0,99;0
4421;4,16;10713,91;39;Div.Sol.Viu;LIMA_CALLAO;3;0,95;0
4422;4,88;8700,26;56;Cas.Conv;LIMA_CALLAO;2;0,04;0
4423;4,88;1783,6;64;Div.Sol.Viu;NORTE.SUR;1;1;0
4424;4,16;1628,64;53;Div.Sol.Viu;LIMA_CALLAO;2;0,66;0
4425;4,88;665,78;47;Cas.Conv;LIMA_CALLAO;2;0,28;0
4426;4,16;1431,97;47;Div.Sol.Viu;NORTE.SUR;2;0,33;0
4427;4,16;8181,3;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4428;4,16;6335,9;44;Div.Sol.Viu;LIMA_CALLAO;2;0,67;0
4429;4,16;5796,93;53;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4430;4,16;4049,96;32;Cas.Conv;LIMA_CALLAO;2;1;0
4431;4,16;26803,87;41;Cas.Conv;LIMA_CALLAO;3;0,26;0
4432;4,16;1035,1;43;Cas.Conv;NORTE.SUR;3;0,67;0
4433;4,88;567,64;29;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4434;4,16;3945,72;42;Cas.Conv;LIMA_CALLAO;4;0,97;0
4435;4,16;515,16;28;Div.Sol.Viu;LIMA_CALLAO;2;0,43;0
4436;4,88;593,29;29;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4438;4,16;13791,68;35;Cas.Conv;LIMA_CALLAO;2;0,76;0
4439;4,88;1336,92;56;Div.Sol.Viu;LIMA_CALLAO;1;0,94;0
4440;4,16;8700,26;56;Cas.Conv;LIMA_CALLAO;2;0,16;0
4441;4,16;899,69;32;Div.Sol.Viu;CENTRO;1;0,97;0
4442;4,88;11924,92;40;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4443;4,16;6465,06;27;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4444;4,16;2811,26;65;Cas.Conv;NORTE.SUR;1;0,15;0
4445;4,16;9289,63;40;Div.Sol.Viu;LIMA_CALLAO;1;0,93;0
4446;4,16;7337,76;39;Div.Sol.Viu;NORTE.SUR;1;0,6;0
4447;4,88;2320,5;22;Div.Sol.Viu;LIMA_CALLAO;3;0,28;0
4448;4,16;77932,2;39;Div.Sol.Viu;LIMA_CALLAO;3;0,6;0
4449;4,88;1160,43;36;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4450;4,16;27640,58;37;Cas.Conv;NORTE.SUR;3;0,6;0
4451;4,16;2623,37;43;Div.Sol.Viu;NORTE.SUR;1;1;0
4452;4,16;2564,14;34;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4453;4,88;2928,5;27;Div.Sol.Viu;LIMA_CALLAO;3;0,2;0
4454;4,16;1255,01;51;Div.Sol.Viu;NORTE.SUR;1;1;0
4455;4,16;3510,98;40;Div.Sol.Viu;LIMA_CALLAO;2;0,96;0
4456;4,16;4763,02;51;Div.Sol.Viu;LIMA_CALLAO;1;0,37;0
4457;4,16;580,24;32;Div.Sol.Viu;CENTRO;3;0,37;0
4458;4,16;9513,39;49;Cas.Conv;LIMA_CALLAO;1;1;0
4459;4,88;1908,15;40;Div.Sol.Viu;LIMA_CALLAO;2;0,5;0
4460;4,16;24199,06;58;Div.Sol.Viu;LIMA_CALLAO;1;0,41;0
4461;4,16;40805,93;43;Div.Sol.Viu;NORTE.SUR;2;0,56;0
4462;4,16;1962,09;27;Div.Sol.Viu;NORTE.SUR;3;1;0
4463;4,88;796,93;33;Div.Sol.Viu;LIMA_CALLAO;2;0,92;0
4464;4,16;1862,8;38;Div.Sol.Viu;LIMA_CALLAO;2;0,66;0
4465;4,16;3796,43;37;Div.Sol.Viu;NORTE.SUR;1;1;0
4466;4,16;11855,15;37;Div.Sol.Viu;LIMA_CALLAO;2;0,25;0
4468;4,16;1393,82;21;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4470;4,16;8427,02;57;Cas.Conv;NORTE.SUR;1;1;0
4471;4,88;7449,05;37;Cas.Conv;LIMA_CALLAO;2;0,93;0
4472;4,16;26780,66;62;Cas.Conv;LIMA_CALLAO;3;0,39;0
4473;4,16;6433,76;30;Div.Sol.Viu;LIMA_CALLAO;4;0,11;0
4474;4,16;25652,93;41;Cas.Conv;NORTE.SUR;1;0,65;0
4475;4,16;12930,31;34;Div.Sol.Viu;LIMA_CALLAO;2;0,96;0
4476;4,88;767,88;43;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4477;4,16;2070,35;41;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4478;4,16;16851,37;40;Div.Sol.Viu;LIMA_CALLAO;2;0,71;0
4479;4,16;38757,43;45;Div.Sol.Viu;NORTE.SUR;1;0,91;0
4480;4,16;718,84;30;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4481;4,16;3226,77;58;Div.Sol.Viu;LIMA_CALLAO;2;0,77;0
4483;4,88;581,32;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4485;4,16;8758,05;26;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4486;4,88;1644,93;36;Div.Sol.Viu;NORTE.SUR;1;1;0
4487;4,16;2859,59;40;Div.Sol.Viu;NORTE.SUR;1;0,26;0
4488;4,16;2044,37;40;Div.Sol.Viu;NORTE.SUR;1;1;0
4489;4,16;39104,34;50;Cas.Conv;LIMA_CALLAO;5;0,24;0
4490;4,16;3953,88;57;Div.Sol.Viu;NORTE.SUR;3;0,6;0
4491;4,16;574,13;26;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4492;4,16;5653,68;28;Cas.Conv;LIMA_CALLAO;1;1;0
4493;4,16;2101,15;41;Div.Sol.Viu;NORTE.SUR;1;0,9;0
4494;4,16;12964,76;26;Div.Sol.Viu;NORTE.SUR;1;0,27;0
4496;4,88;933,47;25;Cas.Conv;LIMA_CALLAO;2;0,88;0
4497;4,88;1894,89;44;Div.Sol.Viu;LIMA_CALLAO;2;0,2;0
4498;4,16;5721,08;34;Div.Sol.Viu;NORTE.SUR;2;1;0
4499;4,16;7512,61;29;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4500;4,88;4078,56;39;Cas.Conv;LIMA_CALLAO;2;1;0
4501;4,16;11273,3;49;Cas.Conv;NORTE.SUR;2;1;0
4502;4,16;1369,86;51;Cas.Conv;NORTE.SUR;1;0,58;0
4503;4,88;2232,45;35;Cas.Conv;LIMA_CALLAO;1;1;0
4504;4,16;1503,13;26;Div.Sol.Viu;NORTE.SUR;1;1;0
4505;4,88;39693,39;45;Div.Sol.Viu;LIMA_CALLAO;3;0,05;0
4506;4,16;1330,84;57;Div.Sol.Viu;NORTE.SUR;1;0,95;0
4507;4,16;7858,09;46;Cas.Conv;LIMA_CALLAO;1;0,77;0
4508;4,88;8579,26;28;Cas.Conv;NORTE.SUR;3;0,31;0
4509;4,88;24517,63;42;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4511;4,16;2525,43;49;Cas.Conv;LIMA_CALLAO;3;0,88;0
4512;4,16;42132,58;58;Div.Sol.Viu;LIMA_CALLAO;3;0,41;0
4513;4,16;1987,11;29;Div.Sol.Viu;LIMA_CALLAO;2;0,68;0
4514;4,88;1609,9;62;Div.Sol.Viu;NORTE.SUR;2;0,08;0
4516;4,16;10937,28;57;Cas.Conv;NORTE.SUR;1;1;0
4518;4,16;87526,67;53;Cas.Conv;LIMA_CALLAO;3;0,12;0
4519;4,16;5120,52;36;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4520;4,16;544,18;23;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4521;4,88;732,09;22;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4523;4,88;923,78;27;Div.Sol.Viu;NORTE.SUR;1;1;0
4524;4,16;640,54;41;Div.Sol.Viu;NORTE.SUR;1;0,31;0
4525;4,88;9871,86;31;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4526;4,88;2839,86;30;Div.Sol.Viu;CENTRO;2;0,15;0
4527;4,16;667,63;44;Cas.Conv;NORTE.SUR;2;0,43;0
4528;4,88;15727,46;27;Div.Sol.Viu;LIMA_CALLAO;1;0,08;0
4530;4,16;18308,42;43;Div.Sol.Viu;LIMA_CALLAO;3;0,96;0
4531;4,16;10816,8;34;Cas.Conv;NORTE.SUR;4;0,5;0
4533;4,16;10692,38;35;Div.Sol.Viu;LIMA_CALLAO;1;0,65;0
4534;4,16;6757,53;27;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4535;4,16;1989,39;38;Cas.Conv;NORTE.SUR;1;0,52;0
4536;4,16;17527,78;46;Cas.Conv;NORTE.SUR;2;0,97;0
4537;4,88;1875,33;29;Div.Sol.Viu;NORTE.SUR;1;0,6;0
4538;4,16;2689,02;46;Cas.Conv;LIMA_CALLAO;2;0,92;0
4539;4,16;27018,41;34;Div.Sol.Viu;LIMA_CALLAO;2;0,47;0
4541;4,16;8827,55;58;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4542;4,16;2036,64;40;Div.Sol.Viu;LIMA_CALLAO;2;0,71;0
4543;4,16;5332,99;53;Div.Sol.Viu;LIMA_CALLAO;3;0,38;0
4544;4,16;524,71;27;Div.Sol.Viu;CENTRO;1;1;0
4545;4,16;2959,16;23;Div.Sol.Viu;LIMA_CALLAO;2;0,86;0
4546;4,16;500,36;27;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4547;4,16;2817,01;28;Div.Sol.Viu;LIMA_CALLAO;2;0,51;0
4548;4,16;9644,78;32;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4549;4,88;1115,54;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4550;4,16;7405,81;54;Cas.Conv;LIMA_CALLAO;1;1;0
4551;4,16;1008,1;24;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4552;4,16;1937,19;32;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4553;4,16;1798,39;64;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4554;4,16;25268,07;32;Div.Sol.Viu;LIMA_CALLAO;3;0,77;0
4555;4,16;23157,97;40;Div.Sol.Viu;NORTE.SUR;3;0,76;0
4556;4,16;3175,02;43;Div.Sol.Viu;NORTE.SUR;1;1;0
4557;4,88;1178,01;26;Div.Sol.Viu;LIMA_CALLAO;1;0,12;0
4558;4,16;11538,32;35;Div.Sol.Viu;LIMA_CALLAO;2;0,97;0
4559;4,16;3311,26;45;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4561;4,88;772,27;23;Div.Sol.Viu;LIMA_CALLAO;2;0,64;0
4562;4,88;861,01;51;Div.Sol.Viu;LIMA_CALLAO;1;0,03;0
4563;4,16;680,79;46;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
4564;4,16;2868,5;50;Cas.Conv;LIMA_CALLAO;1;1;0
4565;4,16;4114,17;30;Div.Sol.Viu;LIMA_CALLAO;1;0,89;0
4566;4,16;6917,36;45;Cas.Conv;LIMA_CALLAO;1;1;0
4567;4,16;5522,04;59;Cas.Conv;NORTE.SUR;2;0,69;0
4568;4,16;5431,51;31;Div.Sol.Viu;LIMA_CALLAO;2;0,28;0
4569;4,88;2362,88;26;Div.Sol.Viu;LIMA_CALLAO;2;0,2;0
4570;4,16;669,88;53;Div.Sol.Viu;NORTE.SUR;1;1;0
4571;4,16;7099,11;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4572;4,88;1112,97;20;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4573;4,88;3368,84;27;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4574;4,88;3106,82;26;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4575;4,16;17887,84;37;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4576;4,16;5541,2;38;Div.Sol.Viu;NORTE.SUR;1;1;0
4577;4,88;6349,01;34;Div.Sol.Viu;LIMA_CALLAO;3;1;0
4578;4,16;14152,46;51;Div.Sol.Viu;LIMA_CALLAO;2;0,3;0
4580;4,16;28812,48;35;Div.Sol.Viu;LIMA_CALLAO;3;0,32;0
4581;4,16;5869,27;58;Cas.Conv;LIMA_CALLAO;2;1;0
4582;4,88;1028,02;28;Div.Sol.Viu;LIMA_CALLAO;2;0,69;0
4583;4,88;815,18;26;Cas.Conv;NORTE.SUR;2;0,85;0
4584;4,16;24745,75;47;Div.Sol.Viu;LIMA_CALLAO;2;0,26;0
4585;4,16;1011,09;35;Div.Sol.Viu;NORTE.SUR;1;1;0
4586;4,16;8933,47;42;Div.Sol.Viu;LIMA_CALLAO;2;0,89;0
4587;4,88;23161,37;35;Div.Sol.Viu;CENTRO;2;0,17;0
4588;4,88;3586,99;27;Div.Sol.Viu;NORTE.SUR;1;1;0
4589;4,88;1223,44;55;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4590;4,16;2664,46;29;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4592;4,88;987,46;35;Div.Sol.Viu;NORTE.SUR;1;1;0
4593;4,16;3417,55;51;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4594;4,88;1406,68;32;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4595;4,16;20569,19;59;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4597;4,16;42350,62;39;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4598;4,16;1858,73;41;Cas.Conv;NORTE.SUR;1;0,99;0
4599;4,88;1023,65;27;Div.Sol.Viu;NORTE.SUR;1;1;0
4600;4,88;5357,37;32;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4601;4,88;7502,08;38;Div.Sol.Viu;NORTE.SUR;1;1;0
4602;4,16;7143,24;39;Div.Sol.Viu;NORTE.SUR;1;1;0
4603;4,88;1597,9;38;Div.Sol.Viu;LIMA_CALLAO;2;0,07;0
4604;4,88;1580,04;41;Div.Sol.Viu;LIMA_CALLAO;1;0,33;0
4605;4,16;25128,52;42;Div.Sol.Viu;LIMA_CALLAO;1;0,96;0
4606;4,16;6396,71;43;Cas.Conv;NORTE.SUR;1;0,47;0
4607;4,16;6994,47;45;Div.Sol.Viu;LIMA_CALLAO;2;0,39;0
4608;4,16;3801,68;42;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4609;4,88;3454,96;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4610;4,16;5556;57;Cas.Conv;LIMA_CALLAO;2;0,71;0
4611;4,16;991,47;31;Div.Sol.Viu;LIMA_CALLAO;2;0,81;0
4612;4,16;9820,16;37;Cas.Conv;LIMA_CALLAO;1;0,99;0
4613;4,16;3572,46;49;Cas.Conv;NORTE.SUR;1;1;0
4614;4,16;2397,03;26;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4615;4,16;3928,93;37;Div.Sol.Viu;NORTE.SUR;1;1;0
4616;4,16;6090,85;29;Div.Sol.Viu;NORTE.SUR;1;1;0
4617;4,16;21066,91;64;Cas.Conv;LIMA_CALLAO;3;0,5;0
4619;4,16;2381,62;57;Div.Sol.Viu;NORTE.SUR;1;1;0
4620;4,16;4602,78;41;Div.Sol.Viu;LIMA_CALLAO;1;0,99;0
4621;4,16;524,71;44;Cas.Conv;NORTE.SUR;1;1;0
4622;4,16;79104,73;60;Cas.Conv;LIMA_CALLAO;1;1;0
4623;4,16;2314,21;46;Cas.Conv;NORTE.SUR;1;0,91;0
4624;4,16;4314,61;43;Div.Sol.Viu;CENTRO;1;1;0
4625;4,88;1411,86;36;Div.Sol.Viu;LIMA_CALLAO;1;0,98;0
4626;4,88;1308,13;29;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4627;4,16;3151,22;30;Div.Sol.Viu;NORTE.SUR;1;1;0
4628;4,16;15204,28;54;Cas.Conv;LIMA_CALLAO;3;0,96;0
4629;4,16;11947,93;42;Cas.Conv;LIMA_CALLAO;3;0,96;0
4630;4,16;5712,65;38;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4631;4,16;2256,99;40;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4632;4,88;675,65;40;Cas.Conv;LIMA_CALLAO;2;0,47;0
4633;4,16;5821,86;62;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4634;4,88;544,02;40;Div.Sol.Viu;NORTE.SUR;1;1;0
4635;4,16;3629,79;44;Cas.Conv;NORTE.SUR;1;1;0
4636;4,16;4289,49;56;Div.Sol.Viu;LIMA_CALLAO;2;0,38;0
4637;4,88;4505,49;40;Cas.Conv;LIMA_CALLAO;3;0,37;0
4638;4,16;1755,16;30;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4639;4,88;922,58;45;Cas.Conv;LIMA_CALLAO;1;1;0
4640;4,16;3258,74;49;Div.Sol.Viu;NORTE.SUR;1;1;0
4641;4,16;9504,33;45;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4642;4,16;3598,09;26;Div.Sol.Viu;LIMA_CALLAO;3;0,93;0
4643;4,16;8215,75;42;Div.Sol.Viu;LIMA_CALLAO;2;0,86;0
4644;4,16;4060,81;46;Cas.Conv;LIMA_CALLAO;1;1;0
4645;4,16;24861,41;38;Div.Sol.Viu;LIMA_CALLAO;2;0,95;0
4646;4,16;3173,21;54;Cas.Conv;NORTE.SUR;1;1;0
4647;4,88;5036,16;51;Cas.Conv;LIMA_CALLAO;1;1;0
4648;4,16;10264,76;60;Div.Sol.Viu;NORTE.SUR;2;0,95;0
4649;4,16;9674,7;40;Div.Sol.Viu;LIMA_CALLAO;3;0,6;0
4650;4,88;1148,59;23;Div.Sol.Viu;LIMA_CALLAO;2;0,92;0
4651;4,16;4908,46;40;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4652;4,16;3761,19;33;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4653;4,16;9622,33;55;Cas.Conv;LIMA_CALLAO;2;1;0
4654;4,88;1142,85;26;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4655;4,16;72039,04;40;Div.Sol.Viu;LIMA_CALLAO;3;0,11;0
4656;4,16;3489,64;43;Cas.Conv;LIMA_CALLAO;1;1;0
4657;4,16;8132,78;45;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4658;4,16;2392,25;48;Cas.Conv;NORTE.SUR;2;1;0
4660;4,16;2802,26;28;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4661;4,16;12518,19;35;Div.Sol.Viu;LIMA_CALLAO;2;0,9;0
4662;4,16;6878,9;61;Cas.Conv;LIMA_CALLAO;1;0,98;0
4663;4,16;6817,43;33;Div.Sol.Viu;LIMA_CALLAO;1;0,9;0
4664;4,16;4015,19;40;Div.Sol.Viu;LIMA_CALLAO;2;0,38;0
4665;4,88;7489,23;39;Cas.Conv;LIMA_CALLAO;1;1;0
4666;4,16;5121,21;61;Div.Sol.Viu;NORTE.SUR;1;1;0
4667;4,16;3983,28;62;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4668;4,16;1258,36;25;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4669;4,16;28832,82;50;Div.Sol.Viu;LIMA_CALLAO;4;0,79;0
4670;4,16;2143,4;22;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4671;4,16;3395,89;35;Div.Sol.Viu;LIMA_CALLAO;3;0,35;0
4672;4,16;7904,25;50;Div.Sol.Viu;NORTE.SUR;3;1;0
4673;4,16;64907,95;57;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4674;4,16;51619,76;51;Cas.Conv;LIMA_CALLAO;4;0,75;0
4675;4,16;25076,1;54;Div.Sol.Viu;LIMA_CALLAO;2;0,98;0
4676;4,16;1738,67;26;Div.Sol.Viu;NORTE.SUR;1;1;0
4677;4,16;5040,41;44;Div.Sol.Viu;NORTE.SUR;1;0,96;0
4678;4,16;10052,76;29;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4679;4,16;642,38;55;Div.Sol.Viu;NORTE.SUR;1;1;0
4680;4,16;1694,45;44;Div.Sol.Viu;LIMA_CALLAO;1;0,28;0
4681;4,16;4986,88;38;Div.Sol.Viu;LIMA_CALLAO;1;0,48;0
4682;4,16;13902,25;47;Div.Sol.Viu;LIMA_CALLAO;3;0,91;0
4683;4,16;3813,13;49;Div.Sol.Viu;LIMA_CALLAO;2;0,63;0
4684;4,16;3075,64;27;Div.Sol.Viu;LIMA_CALLAO;2;0,41;0
4685;4,16;2902,49;46;Cas.Conv;LIMA_CALLAO;1;1;0
4686;4,88;1016,03;29;Div.Sol.Viu;NORTE.SUR;1;1;0
4687;4,16;1986,89;23;Div.Sol.Viu;LIMA_CALLAO;3;0,78;0
4689;4,16;700,28;29;Div.Sol.Viu;CENTRO;2;1;0
4690;4,88;638,66;31;Div.Sol.Viu;CENTRO;1;1;0
4691;4,16;15425,07;44;Div.Sol.Viu;LIMA_CALLAO;1;0,18;0
4692;4,16;2288,76;56;Div.Sol.Viu;NORTE.SUR;1;0,97;0
4693;4,16;12153,48;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4694;4,88;1792,22;23;Div.Sol.Viu;LIMA_CALLAO;2;0,24;0
4695;4,88;966,42;48;Cas.Conv;NORTE.SUR;3;1;0
4696;4,16;4095,96;63;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4697;4,16;5246,08;27;Div.Sol.Viu;NORTE.SUR;1;0,79;0
4698;4,16;6659,07;47;Cas.Conv;LIMA_CALLAO;2;0,61;0
4699;4,16;2374,96;34;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4700;4,16;6409,83;34;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4702;4,16;10920,63;62;Div.Sol.Viu;NORTE.SUR;1;0,3;0
4703;4,16;4452,28;43;Div.Sol.Viu;NORTE.SUR;2;0,69;0
4704;4,16;7932,7;41;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4705;4,16;28586,08;51;Cas.Conv;LIMA_CALLAO;5;0,39;0
4706;4,16;86668,37;59;Div.Sol.Viu;LIMA_CALLAO;2;0,51;0
4707;4,16;7680,51;45;Div.Sol.Viu;LIMA_CALLAO;2;0,98;0
4708;4,16;4505,2;39;Div.Sol.Viu;LIMA_CALLAO;3;0,38;0
4710;4,16;7394,73;45;Cas.Conv;LIMA_CALLAO;2;1;0
4711;4,88;58629,53;53;Div.Sol.Viu;LIMA_CALLAO;2;1;0
4712;4,16;39104,34;50;Cas.Conv;LIMA_CALLAO;5;0,24;0
4713;4,16;21429,25;38;Div.Sol.Viu;LIMA_CALLAO;1;0,18;0
4714;4,88;2292,74;28;Div.Sol.Viu;LIMA_CALLAO;1;0,96;0
4715;4,88;17846,4;51;Cas.Conv;LIMA_CALLAO;3;0,25;0
4716;4,88;12221,99;34;Div.Sol.Viu;LIMA_CALLAO;2;0,15;0
4717;4,16;3334,17;48;Div.Sol.Viu;LIMA_CALLAO;2;0,91;0
4718;4,16;899,46;50;Div.Sol.Viu;NORTE.SUR;2;0,92;0
4719;4,16;2023,79;23;Div.Sol.Viu;LIMA_CALLAO;3;0,78;0
4720;4,16;7153,9;35;Div.Sol.Viu;LIMA_CALLAO;2;0,5;0
4721;4,88;11498,09;48;Cas.Conv;LIMA_CALLAO;1;1;0
4722;4,16;5263,41;44;Div.Sol.Viu;LIMA_CALLAO;1;0,56;0
4723;4,16;2907,83;56;Cas.Conv;LIMA_CALLAO;2;0,9;0
4724;4,16;9700,76;45;Div.Sol.Viu;LIMA_CALLAO;4;0,48;0
4725;4,16;4890,13;58;Cas.Conv;LIMA_CALLAO;3;1;0
4726;4,16;7178,91;53;Cas.Conv;NORTE.SUR;1;1;0
4727;4,16;11260,73;33;Cas.Conv;LIMA_CALLAO;1;1;0
4728;4,16;2088,78;46;Div.Sol.Viu;CENTRO;1;1;0
4729;4,16;17932,6;42;Div.Sol.Viu;LIMA_CALLAO;4;0,87;0
4730;4,16;1146,37;30;Div.Sol.Viu;LIMA_CALLAO;3;0,67;0
4731;4,16;5267,59;39;Cas.Conv;LIMA_CALLAO;3;0,79;0
4732;4,16;6319,49;39;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4733;4,88;725,37;40;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4734;4,16;3580,6;33;Div.Sol.Viu;LIMA_CALLAO;3;0,98;0
4735;4,16;1341,41;23;Div.Sol.Viu;NORTE.SUR;1;1;0
4736;4,16;1916,46;44;Cas.Conv;LIMA_CALLAO;1;0,24;0
4737;4,16;4941,16;53;Cas.Conv;LIMA_CALLAO;1;0,37;0
4738;4,16;1200,03;34;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4739;4,88;747,1;51;Cas.Conv;LIMA_CALLAO;2;0,44;0
4740;4,16;2397,36;47;Cas.Conv;NORTE.SUR;1;0,92;0
4741;4,16;5342,42;26;Cas.Conv;LIMA_CALLAO;2;0,78;0
4742;4,16;3722,61;30;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4743;4,16;29148,48;54;Cas.Conv;NORTE.SUR;1;1;0
4744;4,88;15961,83;25;Div.Sol.Viu;LIMA_CALLAO;4;0,26;0
4746;4,16;5581,8;50;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4747;4,16;2005,39;25;Cas.Conv;LIMA_CALLAO;1;1;0
4748;4,16;2159,94;33;Div.Sol.Viu;LIMA_CALLAO;3;1;0
4749;4,88;825,53;43;Div.Sol.Viu;LIMA_CALLAO;1;1;0
4750;4,16;3831,19;31;Div.Sol.Viu;CENTRO;2;0,96;0
